,KHDRBS1,P4HA3,CMC1,DCAF5,cg01182099,ADAT3,cg01343313,SFT2D3,cg01588961,CPNE7,ARFIP1,cg02508651,cg02562604,cg02798848,cg03318900,C5orf32,ACBD6,BATF,CASZ1,cg04177251,GPATCH1,ADGRF1,cg04249191,cg04261367,FLJ46321,SH3BGR,LINC01512,ASB10,SCOC,cg04801273,TBCD_a,DNER,cg05550145,cg05612205,HEPACAM,TNPO2,MS4A6A,cg06493072,cg06590074,cg06781656,cg07537095,cg07617198,ELF3,cg07920321,TCF7_a,GLUL,GLIS3,cg08379332,cg08452095,BRSK2,MIR3074,LSP1,SLX4IP,JAKMIP3,SLC30A7,EYA2,cg09407967,NXN,cg09837088,RGS10,ZBTB4,cg10309000,ANXA5,COL18A1,LOC101927267,cg10512122,TNFAIP3,VWF,TMEM200B,cg11610831,CALHM3,VSTM1,cg13007843,cg13122415,MRPL23-AS1,cg13483774,cg13699428,KIF9,CUX1,BIN3,DEF6,TMED10,JAK1,TCF7_b,cg15818005,DAGLA,ZNF354B,cg16228798,KIAA0232,PCBD2,cg16606353,IL11,SNORD74,TMCC1,TBCD_b,ELAVL3,SORT1,LGALS8,cg17742165,ANXA13,cg18198670,TBX4,FAM69A,FAM131A,IL31RA,CHD7,C21orf82,cg18940929,NPC1,XRCC4,KRT78,NEK1,LOC388780,SFSWAP,SMOC1,cg20677278,LRRK1,SGK1,cg21139227,cg21339801,cg21376799,MYOF,cg21494760,EXOC3,ZIC2,cg21818901,cg21820281,cg21931115,NUFIP2,TENM2,RAP2B,CFAP45,STARD7,cg23423086,SSB,KDELR3,C19orf81,TPST1,cg23893830,PVT1,CDKN2C,RNF14,TMCO6,CYP19A1,cg24340935,CXCR5,GDPD4,FRMD4A,PHLPP1,cg24686050,cg24954221,cg25375589,EP400,NME5,ELF1,FAM20C,TCF7_c,SKI,CALHM1,cg26417132,MNAT1,cg27037013,ETV6,cg27164813,ATXN2,MYB
AD253,-8.408426982,-3.299762601,1.422530549,5.582072676,8.349837509,3.861714903,-7.411791603,1.762792742,2.284176089,-2.047335495,-0.654817278,-7.297911145,0.495708687,1.37904678,2.827582432,-4.881909374,1.726852314,2.912486454,4.600630873,-0.606965019,-5.237993847,8.50455641,-0.042652632,0.616766706,2.790150708,0.306137086,2.2522923,0.274396568,1.627200417,3.046676228,1.276685715,5.861390697,1.019872718,2.338602952,3.216800579,0.096681734,3.422271912,3.618596374,2.676526215,1.172755144,-3.443806778,2.489174794,2.593832783,2.583129159,-3.106474759,3.650391561,-5.26189615,3.014164412,2.035324407,3.860298414,1.16119293,-0.423720622,-1.496654064,1.572873121,-2.192221277,-4.383054656,3.074128052,1.845832442,2.82002,1.352837715,2.258743261,-1.424228329,1.774107493,-1.248894594,0.964256225,1.541775463,0.215083518,0.005435486,-2.559297405,-3.582451533,3.321790342,0.884248529,-3.99650087,4.305248771,4.853636167,2.531944749,1.918966813,-3.068615913,-0.929543023,1.356987425,-2.421336428,3.098934887,-1.49884482,-2.608152691,3.963071212,4.477973609,4.545124948,2.030515695,2.778151193,1.309533704,3.124951853,7.400698252,-0.361235834,-4.522453817,-1.694165678,-4.650424552,1.404696985,1.113053443,0.144410766,5.883038709,0.027430477,0.851245265,-4.519406672,-2.453156472,2.774425464,3.372583809,0.542497053,5.374231445,-0.624655082,7.55820133,1.697317629,1.67403218,1.071041888,0.851570246,0.720221531,0.219874153,3.332210462,-5.164256654,1.164133212,2.708410071,1.424857717,-11.36421447,9.847264629,3.583555466,-3.410999308,6.08810762,3.964868383,2.769927035,2.973652371,2.800202244,2.58587924,1.805489757,-3.754533946,5.638990085,0.892244833,-0.324247421,-2.811500521,2.340295778,2.178588899,0.081113662,-5.743969891,-12.22767605,-4.647506819,2.200174316,-0.086649928,1.017439272,1.834402684,-0.001349278,3.033245189,1.721406936,0.253490269,2.512138487,4.081848725,0.286834601,1.191767459,0.530437908,-3.291668167,-1.250600758,0.050651215,1.291390795,0.743389563,0.505661309,-3.677672778,2.888682786,3.755979213,7.436613257
AD108,-8.414000739,-3.233661042,1.082824308,5.592582531,8.149318161,3.936456989,-8.107667808,2.138568328,2.206048418,-2.354340791,-0.7485922,-7.327871986,0.734281045,1.483883766,2.693968311,-4.825680874,1.725319761,2.085793352,5.408730063,-0.712868148,-5.417071083,8.106162026,0.226660672,2.297392667,2.109969069,0.389705228,2.16120269,0.495937303,1.82759119,2.898948078,1.333734892,5.824422305,0.900072284,2.572423526,3.194577717,0.725811767,3.811889749,3.120425723,2.891697441,0.829818316,-3.077246783,2.913638565,2.103970117,2.180329244,-3.140150685,3.452908673,-4.620769943,2.997240945,1.897112989,3.658405068,1.0225471,-0.560461427,-1.564913088,1.467227731,-2.114087262,-4.479569218,2.965300892,2.154226918,2.59554976,1.274835112,1.677205152,-1.387214681,1.891043135,-1.326328433,0.628610029,1.958730021,0.429545135,0.016283719,-2.262751298,-4.832507442,3.115024907,1.007408981,-4.228363398,4.70229114,4.892940254,2.608208807,1.319111694,-3.121859541,-0.403143625,1.520248897,-2.427537062,3.327729252,-1.972362356,-2.629106645,3.977923797,4.199910539,4.451939568,1.958535087,1.900543315,0.984123336,2.776007496,6.448634799,0.715114416,-4.493431348,-1.703775256,-4.531868785,1.50536857,0.755034384,0.439682189,5.6934844,0.186121356,1.224159974,-4.479051896,-2.315326882,4.283690401,3.717616292,0.644487641,4.717147411,-0.03987862,7.834773702,1.886099922,2.188232319,1.246827841,0.778047005,0.797733857,0.381123845,3.057778948,-5.204795957,1.381509812,3.134467911,0.8609333,-11.65214529,9.049814428,3.224529753,-3.601924883,6.694993622,3.980892852,3.205703214,2.943872854,3.325241963,2.299543899,1.845265631,-4.196925154,5.76608537,0.98832633,-0.300794982,-3.406207622,3.075573693,2.333821829,0.205778119,-5.670919983,-11.21521728,-4.236791148,1.702020771,-0.237733398,1.387463748,1.418067425,0.312191053,4.595796731,1.581177792,0.252640706,3.427562561,3.729790135,0.189717791,2.220089409,1.154716838,-3.34295564,-1.210543428,0.281608067,1.413647632,1.8260728,0.516985734,-3.863852228,2.898434983,2.905526189,6.628238441
AD476,-9.429587706,-3.483031317,1.238848107,5.834986597,7.649441161,3.620841774,-7.889810596,2.337680037,2.021127313,-2.296081098,-0.781684642,-7.388466786,0.475528756,1.353304618,3.009578007,-5.173637858,1.898582174,2.470886079,4.585846484,-0.849642852,-5.57593216,9.223106556,0.102777643,-0.590241921,2.486562808,0.039000134,2.278092205,0.365073581,1.764387589,3.041940181,1.28859415,6.223083902,1.319777043,2.576250656,3.139175368,0.874046479,3.825308708,3.513267489,2.79210438,0.96054684,-3.362531977,2.971453319,2.353168534,2.456252873,-3.302896959,3.704894904,-5.194827213,2.824136998,2.25591955,3.403493479,1.336980762,-0.562480108,-1.738464645,1.395854771,-1.850410262,-4.439452843,3.108902742,1.759172867,2.776714188,1.488373776,2.18779545,-1.547850963,1.926527079,-1.554111835,0.897674343,1.604913511,0.434459704,-0.224649976,-2.16342197,-3.459078582,2.957009253,1.17173816,-4.192846525,4.82576714,4.922787973,2.516037731,1.799573839,-3.472176643,-0.801706733,1.418596299,-2.659262774,3.005347028,-1.931073674,-2.569008491,3.910982103,4.102246866,4.395796029,2.117612164,2.47118699,1.149881644,2.804066363,6.913999347,0.730679678,-4.646198001,-1.487209296,-4.601143799,1.797273982,0.783218588,0.024706112,5.531522965,0.376971317,0.976610659,-5.41064703,-2.141215868,3.155519869,3.467153997,0.35474188,4.882307015,-0.178011099,7.75056422,1.772140106,1.933796781,1.198731189,0.881555097,0.65968498,0.180730819,3.109159019,-3.374726422,1.338294923,3.140562765,1.526173987,-12.14694,10.30556904,3.01391672,-3.307651281,6.398958761,3.64744264,2.992162743,2.788051735,3.298568434,2.519404273,1.948029684,-3.728078726,5.480152673,0.989786978,-0.349574432,-3.298899817,2.65607598,2.234328944,0.207702459,-5.987364692,-11.71139953,-4.0858253,2.103301179,-0.91059129,1.250111216,1.639705057,0.114018126,3.626528981,1.989764958,0.104578807,3.360597417,4.570740351,0.100351341,1.220916833,0.88382685,-3.303312287,-1.137217581,0.37568099,1.792993906,0.3531452,0.036376591,-3.5456453,2.719682642,2.39128199,7.193862534
AD077,-7.872353654,-3.286997101,1.069428505,5.42553597,8.956512248,4.197081906,-7.764879928,1.540155148,2.721291209,-2.116397339,-0.378182559,-7.623859988,0.133213112,1.503404624,3.03478824,-4.783785025,1.527459301,2.468331817,3.872017102,-0.776342738,-5.31590505,7.740501971,0.106456139,0.367105551,2.057512911,0.566638935,2.198040394,0.404931699,1.411181865,3.055091383,1.433417462,5.543940817,0.816591628,2.025672003,3.367884284,0.482218563,3.522806367,3.546728066,2.906578403,1.101916353,-3.503730371,2.179978465,2.272112174,2.202550875,-3.005365555,3.950963093,-4.266225269,3.389965561,1.630139755,3.67679834,1.030386239,-0.297488123,-1.763756782,1.460511799,-1.728189273,-4.339238223,2.968704497,1.592478976,2.827547655,1.485179381,2.554608007,-1.342150728,1.574872926,-1.302224951,0.709811299,1.706848002,0.513313448,-0.174743917,-2.202419761,-2.805746768,2.882335891,0.926876502,-4.251049646,4.195533746,4.737801275,2.551839779,1.633112823,-3.010294026,-1.005125339,1.516827555,-2.649539295,3.383086185,-2.226525648,-2.403574428,3.907509961,4.419018067,3.75872092,1.94008057,1.85649816,1.675883426,2.931884467,6.756918209,0.170784432,-5.074862712,-1.237882331,-4.443077043,1.979354998,1.299983784,0.018510932,6.061055589,-0.588101153,1.150690784,-5.0885565,-2.573125184,2.978135211,3.258238167,0.977902047,5.759640317,-0.32792599,7.214349866,1.764158233,2.120967918,0.623847682,0.526738206,0.738533892,0.191887439,2.849544498,-4.214676594,1.411564187,2.812941149,1.368230859,-12.23252261,9.541529838,3.437207837,-3.477487918,6.689212896,3.862341011,2.699696061,2.684102296,3.25457121,2.531242286,1.977288407,-4.021310602,5.594253654,1.248869296,-0.340488749,-2.98072098,2.446339982,2.154514074,0.373971064,-5.57688369,-11.78405374,-4.781224253,1.73030342,-0.630335999,1.116728622,0.876683331,0.322304155,3.304587046,1.125806717,0.37222228,2.614869765,3.73421936,0.082151288,1.582969285,-0.21795142,-2.884897157,-1.500697178,0.048544777,1.489069541,0.41829411,0.137179224,-3.763942819,2.633776883,3.73504213,6.434506874
AD234,-7.949644944,-3.708969049,1.476975748,5.374640955,8.530228689,3.739967415,-8.429814859,1.397729125,2.528971704,-1.975993532,-0.994942955,-6.725180733,0.488689498,1.586863492,2.183122796,-4.789962012,1.205496321,2.850137087,5.091754112,-0.687273314,-5.412765452,9.166727901,-0.055017395,0.655046376,2.392645507,0.393705681,2.463719061,0.196896643,1.527020786,2.755539104,1.428884952,5.49436228,1.291894873,1.897546457,3.389958606,-0.018961399,3.994516783,3.433721131,2.897226731,0.798101154,-3.032607049,2.079116421,2.529446479,2.07805275,-2.857048475,4.450764239,-4.125868111,2.186053795,1.809031044,3.97959619,1.119888937,-0.644056277,-1.474776271,1.669717257,-2.014558316,-4.31399648,3.286597103,1.628947923,3.028806439,1.500758114,1.971001567,-1.717012006,1.715472432,-1.513608622,0.727550299,1.572578248,0.093562257,0.07957307,-2.287304357,-5.30840577,2.994422612,0.760551222,-4.011681582,4.524827837,3.839076284,2.667913755,1.810912656,-2.89824353,-0.588075174,1.790175177,-2.308368953,2.945995003,-2.077819168,-2.183095177,3.516913797,4.271168575,3.626462805,1.453578182,1.900050965,2.229932157,2.823946521,6.127174433,0.044277232,-4.489950609,-1.633106128,-4.430464443,1.094670186,0.658712938,-0.024684874,5.97582691,-0.222985606,1.008000191,-4.186154996,-2.190233317,3.10596629,3.18838148,0.887327059,4.479032697,-0.482004721,7.295495426,1.55948706,1.539936929,0.86267647,0.421495171,0.015477647,0.385660621,3.644699616,-4.581655912,1.392630986,2.737201306,0.797464477,-11.14209188,9.546824835,3.284683447,-3.275923112,6.020148563,3.855991071,2.847285703,2.570576402,2.928474976,1.966154491,1.87235805,-4.409993074,4.791018345,0.65130805,-0.417138413,-3.49100733,2.699266442,2.061061605,0.075197625,-5.880146114,-10.49595462,-4.607719519,1.863268909,-0.321514649,1.130295889,1.202110467,-0.725759775,3.666524867,1.803047475,0.089677481,2.40913589,4.304352165,0.435095121,0.789575209,-0.370684129,-2.942763739,-1.318487566,-0.167006798,0.856597558,0.693107859,1.123641418,-3.483835195,2.649309648,4.074253029,6.607784123
AD066,-9.192437311,-2.995398516,1.209643127,5.545427898,8.151039543,3.817597823,-8.259940777,1.921942568,2.405081576,-2.262580169,0.422086345,-7.139284605,0.682562195,1.279833246,2.37740466,-5.040752638,1.900445938,1.978973868,4.76785182,-0.597799422,-5.332754629,8.753965893,0.625402917,1.725074512,2.589954525,0.176989665,2.327452525,0.370192846,1.741079682,2.636494509,1.019730784,5.890705628,1.376714908,2.684799623,2.955590176,0.712331816,3.454160138,3.60230755,2.601411644,1.305319472,-3.608915849,3.024567812,1.93937691,2.764723148,-3.133823879,3.840843723,-5.422982645,3.29911756,2.082855738,3.78692085,1.208849317,-0.527190165,-1.334135409,1.570824666,-2.42058416,-4.702800173,2.592758542,1.935440634,2.65628253,0.674283094,1.671115147,-1.602642396,1.783371732,-1.451442988,0.351175779,2.002527188,0.09975606,0.074579522,-2.163187122,-2.902348611,3.388159998,1.080755506,-3.915897959,4.136153239,4.775143797,2.454648131,1.441019737,-3.391201165,-0.517074343,1.407434633,-2.453055228,2.948144116,-1.632131985,-2.700073113,4.092341974,4.11146347,3.912480336,1.880786629,2.412183006,0.847977838,3.267326596,7.452440084,0.654838633,-4.728804816,-1.658851054,-4.830431919,1.579655777,0.897045683,0.644471082,5.983567073,0.6874886,0.625349359,-5.016578535,-1.504098835,4.639286697,3.811470723,0.186272997,4.543296915,-0.104818023,7.718784643,1.543811588,2.080800361,0.978944911,1.016111791,0.684215769,0.739055717,2.877915963,-4.084303249,1.126405316,3.21615265,0.670121927,-12.87554919,9.053319855,3.206091747,-3.53627192,6.545890004,3.947394897,2.974746776,3.203108196,3.201291619,2.112324354,1.811264449,-4.43975689,5.893014057,1.070928005,-0.675826603,-2.432657904,3.045198806,2.20389885,-0.105534204,-6.037387191,-12.41218362,-4.246805578,1.254589998,0.269706191,1.243976348,1.777894172,-0.020945676,4.00337148,1.752517735,-0.132768717,3.053297914,3.919292198,0.124010143,2.312181484,-1.536392929,-3.220645007,-0.426702807,0.277040799,1.702083503,2.209480307,0.496380805,-4.032639817,3.074331523,2.898935152,6.918377077
AD362,-7.924208993,-3.272814241,1.474457101,5.326691157,8.831045004,3.473717797,-7.356741138,1.806844658,2.091867508,-2.0705661,-0.233373637,-6.554077897,0.124815959,1.305866446,2.271071246,-4.733149574,1.424645656,2.40074304,4.216365063,-0.691785765,-5.406600424,9.037280974,0.062186766,0.677886469,2.203559934,0.300482676,2.219837211,0.442068715,1.550737259,2.760584952,1.351719384,5.673829235,1.08739664,2.228261003,3.047286674,0.458299015,3.72995423,3.761184487,3.025738692,0.685026395,-3.210061775,2.322800028,2.440470036,2.298578246,-3.155012788,3.764987222,-4.692246973,3.050021526,1.774360826,3.735979054,0.869112552,-0.320207316,-1.339230266,1.505060846,-1.952298455,-4.1219189,2.720858309,2.008560751,2.894803833,1.585813581,2.783882466,-1.475847961,1.852833624,-1.355049493,0.770484654,1.701190691,0.121260222,0.23236863,-2.319914764,-4.365994299,3.253770535,0.986222536,-4.208516852,4.513235202,4.222693761,2.536462456,1.985144103,-3.147130967,-1.028404174,1.640781491,-2.395406549,2.970313011,-1.915164081,-2.402821785,3.797100407,4.289337392,4.063761636,1.874446591,2.085917158,2.114293231,3.014052458,6.476408689,0.09567509,-4.907323704,-1.0782327,-4.336151982,1.582180706,1.30674893,0.042793208,6.121694018,-0.256704117,0.857693676,-5.145596659,-2.457134833,3.223124486,3.11689196,0.426005911,4.955266788,-0.424870483,7.300994422,1.917785703,2.11023631,1.081030472,0.309351468,0.481867438,0.284933764,2.995094506,-4.163510309,1.386705891,2.81364891,0.79090072,-11.02331818,9.559017063,3.599485432,-3.016363232,6.147091143,3.98166451,2.915568243,2.759985729,3.166713018,2.15211184,1.97403509,-3.696762641,5.155817893,1.051215007,-0.387913943,-3.250919341,2.529542742,2.384654217,0.143321985,-5.461168581,-11.8191286,-4.233382192,1.700302409,-0.388836978,1.062280054,1.35595089,-0.15058958,3.604294447,1.662739495,0.406373262,2.777836785,4.304182751,0.294548596,0.790831137,0.068101005,-3.124051695,-1.303579513,0.140347511,1.30331074,0.70574502,0.494465103,-3.842337222,2.460184085,3.330459743,7.133241387
AD035,-9.874819434,-2.956905166,1.480817993,5.041793668,7.925866134,4.057177869,-8.509531438,1.404887942,2.335007275,-2.341532602,-0.300576514,-7.558135662,0.522939012,1.456874719,2.671887662,-4.818158188,1.371688233,2.633690258,5.004390658,-0.652498721,-5.22139608,8.761758128,0.352213164,0.545670891,2.552627276,0.32870748,2.306714322,0.425382147,1.404393261,2.840492962,1.286073789,5.115848733,0.993393636,2.019020273,3.196233234,0.34412198,3.52302668,3.303670151,2.890468757,0.952812788,-3.01025392,2.108415817,2.065560789,2.511213786,-3.281474398,3.453300024,-3.661922575,2.862486599,1.858639821,3.683622594,0.915143308,-0.655305916,-1.671086445,1.454992796,-2.045863369,-4.539791968,2.969030639,1.676573444,2.667670733,1.001502409,1.318752959,-1.390709077,1.648999596,-1.375395066,0.72219487,1.699016636,0.135816491,0.001499768,-2.210680441,-3.715254315,2.944377168,0.88772209,-4.327302422,3.864314312,4.702878101,2.480071477,1.826152359,-3.314999856,-0.659089513,1.548915661,-2.60423842,2.888369117,-2.019864625,-2.608535207,3.982957128,4.225171202,4.112002726,1.761793529,1.872305276,1.529578515,2.854650858,6.814761549,0.15773885,-4.317066621,-1.430288112,-4.865122351,1.644134549,0.923309969,-0.077173751,5.273968826,-0.204867606,1.189059006,-4.913971982,-1.989567552,2.875362731,3.687494463,0.726004378,4.244484602,-0.192134248,7.877958416,1.585433836,1.580816627,0.556182615,0.716758103,0.518471587,0.278036625,2.962564529,-3.999157668,1.201683326,2.718912332,1.205781332,-11.73308765,9.479153359,2.86974139,-3.475047157,6.830475918,3.713016829,2.658282614,2.550957497,2.900322173,2.418328198,1.892144782,-5.137104957,5.181363731,0.687473984,-0.342383916,-2.824429729,2.461427732,1.945021237,-0.042248505,-6.015905537,-10.91197599,-4.651606861,1.679184912,-0.006235345,1.099230133,1.075012152,-0.262028105,3.655608979,1.348911529,0.027176015,2.446501732,4.174725849,0.333943131,2.175297023,0.499633585,-3.194478429,-0.888242227,-0.056011739,1.506197078,0.440703389,0.440688288,-3.762152277,2.502039494,3.155143628,6.958108561
AD276,-8.647902938,-3.637144976,1.510100932,5.851971742,7.693315884,3.678967168,-7.635942897,1.907588464,1.959312738,-2.254130678,0.639067179,-7.319723956,0.476002713,1.517129618,2.96635049,-4.918791644,1.757021826,2.393736501,4.609570555,-0.756208619,-5.214701308,8.884818231,0.172045607,-0.243745794,2.303663523,0.165976327,2.280593911,0.331312059,1.675936282,2.630598524,1.105807487,5.856611828,1.313715972,2.193617386,3.273365668,0.696180982,3.710196762,3.227206429,2.713512749,1.160178018,-3.639206702,2.844244683,2.316645777,2.497368382,-3.100192978,4.124840745,-5.164121917,3.148772117,2.171760504,3.433345765,1.466417344,-0.369846828,-1.504528937,1.606177526,-2.30137524,-4.457139013,3.303392896,1.765969996,2.608887105,1.515709351,1.989319093,-1.348524876,1.422532963,-1.068152165,0.575530693,1.866557069,0.075095285,-0.036102009,-2.238827833,-2.857419114,3.274099128,0.969305902,-3.833295165,4.513764157,4.915774358,2.796162338,1.190888513,-3.204506849,-0.22311042,1.633398263,-2.376419591,3.074978123,-1.936841563,-2.469482317,4.082603581,4.287240059,4.552157618,1.781480883,2.336139994,0.914882221,3.149652701,6.88145726,0.578192511,-4.480467572,-1.76534354,-4.686977026,1.268890339,0.576635061,0.375278542,5.783000971,0.274041273,0.906821628,-5.378050579,-1.768316204,3.113169515,3.332868494,0.139785224,5.353726895,-0.417541725,6.921630361,1.61349801,1.692668377,1.23338623,1.244840875,0.612710439,0.507762374,3.199044897,-3.965526669,1.387454036,3.147265254,1.367202123,-12.70189215,9.104862726,3.451557543,-3.598273146,7.179978017,4.07203867,3.078812489,3.029809097,3.448109672,2.128138835,1.860186149,-3.922993851,5.725379467,1.215876006,-0.20757247,-2.864627512,2.696331041,2.012219525,0.090258615,-5.683932401,-11.29035796,-4.599063111,1.757370983,-0.191464072,1.237284484,1.982031675,0.051429655,4.067834739,1.474813337,0.029795628,3.168609874,4.024961078,-0.029337219,1.9025581,-0.009567057,-3.063443628,-1.249219122,0.215554947,1.482833585,1.226616738,0.205107032,-3.457892092,2.943844626,3.116083515,6.665355762
AD177,-7.717056731,-3.331990396,1.262031659,5.0180568,8.744631805,3.715228949,-7.815412338,1.488060879,2.293791405,-2.042632041,-0.560833241,-6.835460421,0.451640073,1.610914924,2.825679853,-4.919491539,1.246504399,2.838308884,4.843642341,-0.651895372,-5.256798594,9.035533974,0.302003371,0.336765868,2.497378511,0.4091489,2.32121412,0.429334057,1.646296564,3.15957404,1.215953725,5.903008352,0.965486184,2.015941035,3.089045717,0.297359475,3.755919878,3.61489631,2.938192235,0.744931746,-3.173021703,1.958874278,2.235415476,2.369140443,-2.914872716,3.947998632,-4.108573671,2.301014979,2.043291453,3.675292083,0.963348104,-0.511294464,-1.306869523,1.729388484,-2.044788411,-4.454649745,2.897715044,1.984732259,2.784811126,1.957536869,2.736396346,-1.446548995,1.391496947,-1.069061941,0.68061395,1.599141921,0.270342804,-0.12998352,-2.243794822,-4.744566206,3.080998309,0.815580812,-4.000786726,4.424422685,4.331567692,2.815859638,1.544842347,-3.042506901,-0.447393405,1.615663852,-2.474030119,2.685554486,-2.228527989,-2.236307365,3.851628231,4.912502677,3.205396874,1.798382399,1.808381982,1.599076917,2.904890767,6.920418127,-0.646101805,-4.826484864,-1.421523497,-4.45394009,1.189316354,0.585782916,-0.022127573,6.220869283,0.186559851,1.11129419,-4.396058738,-2.789784772,2.817263989,3.43072771,0.960156913,5.159434736,-0.072478418,7.709687068,1.439863535,1.724714277,0.732002901,0.056679287,0.480409335,0.226935966,2.984907038,-4.674431606,1.284922339,2.79475314,1.387189969,-11.94469864,10.15579261,3.734555227,-3.177221832,6.576268793,3.667435213,2.688585535,2.638774845,3.333485533,2.186669145,1.857925713,-3.458559066,5.390221733,0.845654734,-0.357286622,-2.938521838,2.465667981,1.685761892,0.279795562,-5.888333109,-10.85864406,-4.745289501,1.806199861,-0.052707466,1.057058814,1.271726281,-0.305970231,3.412773302,1.03892278,0.532315619,2.563068917,4.194885401,-0.106982663,1.742545544,0.385795487,-2.802645615,-1.088823233,0.142419304,1.135121735,0.069130098,0.358531724,-3.808626401,2.443532708,3.348802212,6.58593013
AD196,-8.701706595,-3.463700941,1.338665663,6.096781472,7.846746852,3.554554443,-7.831034528,2.250574543,2.180070155,-2.490325493,0.082455333,-7.822313764,0.575790353,1.169663148,2.737391984,-4.726784001,1.910612405,2.016364254,4.186510781,-0.792636276,-5.326370323,7.87006758,0.023391968,3.442853307,3.034231209,-0.102095201,2.304064457,0.24891587,1.570484405,2.406862469,1.233271008,6.057987368,1.489960636,2.460492828,3.200820785,0.417352396,3.703275201,3.409719732,2.652522343,0.860314626,-3.193422013,3.182762743,2.27972421,2.625483244,-3.214583228,3.891570536,-4.963367055,3.295201535,2.207032491,3.457410518,1.727796888,-0.696060323,-1.808997179,1.437026541,-2.0990037,-4.502242036,2.780319073,1.690465904,2.62853932,1.366248556,1.716577407,-1.603051077,2.115444075,-1.813120033,0.701187731,2.064500111,0.150904836,0.303757648,-2.304821945,-2.453107149,3.475487222,1.201001357,-4.343437641,4.744294931,5.238850795,2.543769243,1.063471533,-3.766057046,-0.64992137,1.166908446,-2.238996991,3.206156408,-1.870487208,-2.279557273,3.982142638,4.019690775,5.155470769,2.357219735,2.907399116,1.068391686,2.77698888,6.916261825,-0.115485449,-4.831901984,-1.636972924,-4.743992562,1.8157026,1.393120486,0.399521446,5.568581587,-0.079309737,1.044518671,-4.947765196,-1.442440912,4.112616599,3.631534325,0.372968554,4.779826651,-0.516957621,7.466747857,1.580181678,2.203240176,1.254358861,0.879986009,0.965517803,0.593275824,2.994967953,-3.63819277,1.325256742,3.177119637,1.049900504,-11.8154604,9.242153823,3.160555978,-3.671414642,7.073162019,4.231749697,3.117226336,2.928007918,2.87055007,2.355615534,1.92840179,-4.667517929,5.86731609,1.134539943,-0.44947632,-2.574453262,3.288962714,2.656140786,0.231520399,-5.838242477,-12.06202588,-4.53194037,1.452530442,0.173587875,1.2930653,1.814969217,0.048404007,4.024998604,1.996644423,-0.002765975,3.463432975,3.698660849,0.306052444,0.998943599,0.149419956,-3.094831022,-1.041393436,0.207962048,1.97630119,1.513205666,0.426030066,-3.630393177,2.784037389,3.318263984,7.013437321
AD157,-8.860128912,-3.549196399,1.015884073,5.010436998,8.624477615,3.954152085,-7.990610579,1.386118945,2.282129725,-2.288696662,-0.720457161,-6.777816827,-0.035604985,1.435607711,2.159196474,-4.971577466,1.30223733,2.575200582,4.344640114,-0.958141538,-5.004609572,10.21591202,0.350627934,-0.211332453,1.496978374,0.317002248,2.302779214,0.501967283,1.451840406,3.034843928,1.389411203,5.47027848,0.967498208,1.900732308,3.42299444,0.652928269,3.275081976,3.252319655,2.994916374,1.155181506,-3.512957105,2.121463854,2.142960871,2.006098654,-2.529865325,3.846059501,-5.277899839,2.71762109,1.798680267,4.020082305,0.971662211,-0.308434019,-1.503132518,1.359277772,-1.908669659,-4.311640057,3.31865084,1.656288131,2.959711234,1.253960899,2.489671987,-1.220700389,1.324731809,-1.409852509,0.903700103,1.586762527,0.363904425,-0.255545532,-2.577084624,-3.990428807,2.833424737,0.895076985,-4.004846038,4.002780578,4.244212611,2.505436363,2.047252495,-2.967405933,-1.186193927,1.761455192,-2.680045238,3.018660196,-2.141624154,-2.125491667,3.631074614,4.244005983,3.972928078,1.765267863,1.851746127,2.035858003,2.705757118,6.734023653,1.014997294,-4.796733489,-1.47683336,-4.730020395,1.488713727,0.882170486,-0.101170662,5.734042895,-0.505274394,1.09876533,-4.760930884,-2.118742538,2.846451016,3.052452328,0.392956037,4.475213416,-0.334963637,7.264383339,1.608855473,1.313839937,0.409460323,0.531255296,0.485256279,0.202940459,3.276813867,-5.354020102,1.409726886,2.803103447,0.841866903,-11.24421732,9.010272824,3.114921526,-3.258123001,6.353293139,3.519112268,2.724628361,2.583632446,3.461677688,1.813220056,2.043940039,-5.008017681,5.136536942,0.569856221,-0.368646958,-3.547803035,2.271773853,2.169121481,0.211728702,-5.452408487,-11.00793009,-4.349906561,1.633417182,-0.608741437,0.946944035,1.015430356,-0.456503466,3.167170874,1.167095727,0.075662183,2.38900319,4.386614292,0.396877593,1.400377063,0.649442123,-2.617631831,-1.607542496,-0.109551188,1.151070887,0.608021026,0.858456795,-3.573593171,2.46971243,4.601485038,6.686591503
